identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,prediction,true_num,pred_num,error
NWS-IDP-PROD-2224845-2088222,2017-01-27T17:55:59.000Z,Actual,Update,NWS Buffalo NY,Lake Effect Snow Warning,['Avoid'],Expected,Extreme,Likely,Lake Effect Snow Warning issued January 27 at 12:55PM EST expiring January 29 at 7:00PM EST by NWS Buffalo NY,"* LOCATIONS...SOUTHERN ERIE...WYOMING...CHAUTAUQUA...AND
CATTARAUGUS COUNTIES. GREATEST SNOW AMOUNTS EXPECTED TO FOCUS ON
THE HIGHER TERRAIN OF THE CHAUTAUQUA RIDGE...BOSTON HILLS...AND
SOUTHWEST WYOMING COUNTY.

* TIMING...THROUGH EARLY SUNDAY EVENING.

* ACCUMULATIONS...UP TO 2 INCHES THIS AFTERNOON...3 TO 5 INCHES
TONIGHT...3 TO 5 INCHES SATURDAY...5 TO 9 INCHES SATURDAY
NIGHT...AND 6 TO 12 INCHES SUNDAY.

* WINDS...WEST 15 TO 25 MPH WITH GUSTS UP TO 35 MPH.

* VISIBILITIES...AS LOW AS A QUARTER MILE AT TIMES.

* IMPACTS...PERIODS OF HEAVY LAKE EFFECT SNOW WILL PRODUCE VERY
DIFFICULT TRAVEL AT TIMES WITH POOR VISIBILITY AND SNOW
COVERED ROADS. THIS WILL BE A LONG LASTING EVENT...WITH
SEVERAL DAYS OF SLOWER OR MORE DIFFICULT TRAVEL CONDITIONS.","IN LAKE EFFECT SNOW THE WEATHER CAN VARY FROM LOCALLY HEAVY SNOW
IN NARROW BANDS TO CLEAR SKIES JUST A FEW MILES AWAY. IF YOU WILL
BE TRAVELING ACROSS THE REGION BE PREPARED FOR RAPID CHANGES IN
ROAD AND VISIBILITY CONDITIONS.

STAY TUNED TO NOAA WEATHER RADIO OR YOUR FAVORITE SOURCE OF
WEATHER INFORMATION FOR THE LATEST UPDATES. ADDITIONAL DETAILS
CAN ALSO BE FOUND AT WWW.WEATHER.GOV/BUFFALO.

",Chautauqua; Erie; Cattaraugus; Wyoming,2017-01-27,17:55:59,Severe,4,3.0,-1.0
NWS-IDP-PROD-2261278-2125804,2017-03-01T07:10:11.000Z,Actual,Update,NWS Springfield MO,Tornado Watch,['Monitor'],Future,Extreme,Possible,Tornado Watch issued March 1 at 1:09AM CST expiring March 1 at 4:00AM CST by NWS Springfield MO,"MOC009-029-043-059-065-067-077-091-105-109-119-125-131-145-149-
153-161-167-169-203-209-213-215-225-229-011000-
/O.CON.KSGF.TO.A.0047.000000T0000Z-170301T1000Z/

TORNADO WATCH 47 REMAINS VALID UNTIL 4 AM CST EARLY THIS MORNING
FOR THE FOLLOWING AREAS

IN MISSOURI THIS WATCH INCLUDES 25 COUNTIES

IN CENTRAL MISSOURI

CAMDEN                MARIES                MILLER
PULASKI

IN EAST CENTRAL MISSOURI

PHELPS

IN SOUTH CENTRAL MISSOURI

DENT                  HOWELL                OREGON
SHANNON               TEXAS

IN SOUTHWEST MISSOURI

BARRY                 CHRISTIAN             DALLAS
DOUGLAS               GREENE                LACLEDE
LAWRENCE              MCDONALD              NEWTON
OZARK                 POLK                  STONE
TANEY                 WEBSTER               WRIGHT

THIS INCLUDES THE CITIES OF ALTON, ANDERSON, AURORA,
AURORA SPRINGS, AVA, BANGERT, BENDAVIS, BIRCH TREE, BOLIVAR,
BRANSON, BUFFALO, CAMDENTON, CASSVILLE, CHARITY,
CHRISTIAN CENTER, COUCH, CRANE, DARIEN, DAWSON, DECATURVILLE,
DOGWOOD, DUNCAN, EDGEWATER BEACH, ELDON, ELSEY, FOOSE, FORSYTH,
FORT LEONARD WOOD, GLADDEN, GOODHOPE, GOODMAN, GRAFF, GREER,
HOLLISTER, HOWES, HUGGINS, INDIAN POINT, JADWIN, KIMBERLING CITY,
KIRBYVILLE, LAKE OZARK, LAKE SPRING, LAQUEY, LEBANON, LYNCHBURG,
MADRY, MANSFIELD, MARCH, MARIONVILLE, MARSHFIELD, MONETT,
MONTIER, MOUNT VERNON, MOUNTAIN GROVE, NEOSHO, NIXA, NOEL,
NORTHVIEW, NORTHWYE, OLIVE, OSAGE BEACH, OZARK, OZARK BEACH,
PINEVILLE, PLAD, PLATO, POMONA, POTTERSVILLE, POWERSITE, ROACH,
ROBY, ROCKY COMFORT, ROGERSVILLE, ROLLA, ROME, SALEM, SELMORE,
SEYMOUR, SILOAM SPRINGS, SILVER DOLLAR CITY, SOUTH FORK,
SOUTH WEST CITY, SPRINGFIELD, SQUIRES, TERESITA, THAYER,
THOMASVILLE, VANZANT, VICHY, VILLAGE OF FOUR SEASONS, WASOLA,
WAYNESVILLE, WEST PLAINS, WHITE CHURCK, WILDERNESS, WINDYVILLE,
AND WINONA.","

",Camden; Christian; Maries; Phelps; Stone; Polk; Pulaski; Taney; Webster; Wright; Dallas; Lawrence; Dent; Barry; Douglas; Greene; Howell; McDonald; Oregon; Texas; Newton; Ozark; Laclede; Miller; Shannon,2017-03-01,07:10:11,Severe,4,3.0,-1.0
NWS-IDP-PROD-2250340-2115060,2017-02-20T23:21:29.000Z,Actual,Alert,NWS,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 20 at 2:21PM AKST expiring February 24 at 3:00PM AKST by NWS,"The National Weather Service in Fairbanks has issued a Winter
Storm Watch which is in effect from Thursday afternoon through
Friday afternoon.

* SNOW...with 8 inches accumulation possible.

* BLOWING SNOW...with possible blizzard conditions.

* WINDS...gusting to 40 mph.

* TIMING...Snow and blowing snow with strong winds are expected to
develop Thursday afternoon and continue through Friday.

* IMPACTS...Travel and outdoor activities will be difficult.
Blizzard conditions are possible.","A Winter Storm Watch means that there is a potential for one or
more significant winter weather hazards.

",Northwest Arctic; North Slope,2017-02-20,23:21:29,Severe,3,3.0,0.0
NWS-IDP-PROD-2159234-2018112,2016-12-13T21:53:16.000Z,Actual,Update,NWS Portland OR,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued December 13 at 1:52PM PST expiring December 15 at 2:00AM PST by NWS Portland OR,"THE NATIONAL WEATHER SERVICE IN PORTLAND HAS UPGRADED THE WINTER
STORM WATCH TO A WINTER STORM WARNING FOR SNOW...WHICH IS IN
EFFECT FROM NOON WEDNESDAY TO 2 AM PST THURSDAY.

* TIMING...SNOW WILL BEGIN LATE WEDNESDAY MORNING AND CONTINUE
UNTIL AFTER MIDNIGHT WEDNESDAY NIGHT.

* SNOW ACCUMULATIONS...IN THE COLUMBIA RIVER GORGE...3 TO 6 INCHES
OF SNOW. IN THE UPPER HOOD RIVER VALLEY...4 TO 7 INCHES.

* IMPACTS...ROADS WILL BECOME SNOW AND SLICK...CAUSING DIFFICULT
DRIVING CONDITIONS.","A WINTER STORM WARNING FOR HEAVY SNOW MEANS SEVERE WINTER WEATHER
CONDITIONS ARE EXPECTED OR OCCURRING. SIGNIFICANT AMOUNTS OF SNOW
ARE FORECAST THAT WILL MAKE TRAVEL DANGEROUS. ONLY TRAVEL IN AN
EMERGENCY. IF YOU MUST TRAVEL...KEEP AN EXTRA FLASHLIGHT...FOOD...
AND WATER IN YOUR VEHICLE IN CASE OF AN EMERGENCY.

",Hood River; Skamania; Clark; Multnomah,2016-12-13,21:53:16,Severe,3,3.0,0.0
NWS-IDP-PROD-2158809-2017649,2016-12-13T13:33:24.000Z,Actual,Alert,NWS Jackson MS,Dense Fog Advisory,['Execute'],Expected,Moderate,Likely,Dense Fog Advisory issued December 13 at 7:33AM CST expiring December 13 at 9:00AM CST by NWS Jackson MS,"THE NATIONAL WEATHER SERVICE IN JACKSON HAS ISSUED A DENSE FOG
ADVISORY...WHICH IS IN EFFECT UNTIL 9 AM CST THIS MORNING.

* VISIBILITY...1/4 MILE OR LESS

* IMPACTS...MOTORISTS MAY ENCOUNTER RAPID REDUCTIONS IN
VISIBILITY MAKING FOR HAZARDOUS DRIVING CONDITIONS.","A DENSE FOG ADVISORY MEANS VISIBILITIES WILL FREQUENTLY BE
REDUCED TO LESS THAN ONE QUARTER MILE. IF DRIVING... SLOW DOWN...
USE YOUR HEADLIGHTS... AND LEAVE PLENTY OF DISTANCE AHEAD OF YOU.

",Washington; Bolivar; Chicot; Winston; Oktibbeha; Noxubee; Montgomery; Choctaw; Carroll; Clay; Webster; Attala; Sunflower; Lowndes; Leflore; Grenada; Humphreys; Holmes; Ashley,2016-12-13,13:33:24,Severe,2,3.0,1.0
NWS-IDP-PROD-2140320-1998599,2016-11-25T22:08:59.000Z,Actual,Alert,NWS Los Angeles/Oxnard CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued November 25 at 2:08PM PST expiring November 27 at 9:00PM PST by NWS Los Angeles/Oxnard CA,"THE NATIONAL WEATHER SERVICE IN LOS ANGELES/OXNARD HAS ISSUED A
SMALL CRAFT ADVISORY...WHICH IS IN EFFECT FROM 3 AM SATURDAY TO
9 PM PST SUNDAY.

SEE THE COASTAL WATERS FORECAST (CWFLOX) FOR MORE DETAILS.","A SMALL CRAFT ADVISORY MEANS THAT HAZARDOUS WIND AND SEA
CONDITIONS WILL EXIST FOR SMALL CRAFT. INEXPERIENCED MARINERS...
ESPECIALLY THOSE OPERATING SMALLER VESSELS SHOULD AVOID
NAVIGATING IN THESE CONDITIONS.

",Point Piedras Blancas to Point Sal westward out to 10 NM,2016-11-25,22:08:59,Severe,1,3.0,2.0
NWS-IDP-PROD-2220323-2083488,2017-01-23T20:35:38.000Z,Actual,Alert,NWS Charleston SC,Gale Warning,['Avoid'],Expected,Moderate,Likely,Gale Warning issued January 23 at 3:35PM EST expiring January 24 at 7:00AM EST by NWS Charleston SC,"THE NATIONAL WEATHER SERVICE IN CHARLESTON HAS ISSUED A GALE
WARNING...WHICH IS IN EFFECT UNTIL 7 AM EST TUESDAY. THE SMALL
CRAFT ADVISORY IS NO LONGER IN EFFECT.

* WINDS AND SEAS...WEST WINDS 25 TO 30 KNOTS WITH GUSTS UP TO 35
KNOTS. SEAS 4 TO 6 FEET.","GALE FORCE WINDS ARE IMMINENT OR OCCURRING. MARINERS SHOULD ALTER
PLANS TO AVOID THESE HAZARDOUS CONDITIONS. REMAIN IN PORT OR SEEK
SAFE HARBOR.

",Coastal waters from Savannah GA to Altamaha Sound GA out 20 nm...including Grays Reef National Marine Sanctuary,2017-01-23,20:35:38,Severe,2,3.0,1.0
NWS-IDP-PROD-2204117-2066434,2017-01-13T16:34:08.000Z,Actual,Update,NWS Kansas City/Pleasant HIll MO,Ice Storm Warning,['Avoid'],Expected,Extreme,Likely,Ice Storm Warning issued January 13 at 10:33AM CST expiring January 16 at 12:00AM CST by NWS Kansas City/Pleasant HIll MO,".PERIODS OF SIGNIFICANT ICING ARE LIKELY ACROSS THE AREA THIS
WEEKEND...STARTING LATE THIS MORNING ACROSS AREAS MAINLY SOUTH OF
HIGHWAY 50 AND SPREADING NORTHWARD TOWARDS INTERSTATE 70 THROUGH 
THE EVENING. PERIODS OF FREEZING RAIN WILL OVERSPREAD ALL OF THE
AREA BY SATURDAY NIGHT. THE MOST SIGNIFICANT ICING IS EXPECTED 
SATURDAY NIGHT INTO SUNDAY MORNING. PRECIPITATION WILL GRADUALLY 
CHANGE OVER TO RAIN FROM SOUTH TO NORTH SUNDAY AFTERNOON AND 
EVENING.* TIMING...PRECIPITATION WILL BEGIN SATURDAY EVENING...WITH
PERIODS OF FREEZING RAIN THROUGH SUNDAY EVENING. THE HEAVIEST
PERIODS OF ICE ACCUMULATION WILL BE SATURDAY NIGHT INTO SUNDAY
MORNING.

* ICE ACCUMULATIONS...TOTAL ICE ACCUMULATIONS OF ONE-QUARTER TO
AROUND ONE HALF OF AN INCH.

* MAIN IMPACT...MAJOR IMPACTS TO TRAVEL ARE LIKELY AS ICE
ACCUMULATES ON AREA ROADWAYS. BRIDGES AND OVERPASSES WILL BE
MOST SUSCEPTIBLE TO ICE ACCRETION. ICE ACCUMULATION ON TREES
AND POWERLINES MAY RESULT IN SCATTERED POWER OUTAGES.","AN ICE STORM WARNING MEANS SEVERE WINTER WEATHER CONDITIONS ARE
EXPECTED OR OCCURRING. SIGNIFICANT AMOUNTS OF ICE ACCUMULATIONS
WILL MAKE TRAVEL DANGEROUS OR IMPOSSIBLE. TRAVEL IS STRONGLY
DISCOURAGED. COMMERCE WILL LIKELY BE SEVERELY IMPACTED. IF YOU
MUST TRAVEL, KEEP AN EXTRA FLASHLIGHT, FOOD, AND WATER IN YOUR
VEHICLE IN CASE OF AN EMERGENCY. ICE ACCUMULATIONS AND WINDS WILL
LIKELY LEAD TO SNAPPED POWER LINES AND FALLING TREE BRANCHES THAT
ADD TO THE DANGER.

",Buchanan; Atchison; Adair; Clinton; Caldwell; Linn; Livingston,2017-01-13,16:34:08,Severe,4,3.0,-1.0
NWS-IDP-PROD-2263794-2128174,2017-03-01T22:48:45.000Z,Actual,Update,NWS Wilmington OH,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued March 1 at 5:48PM EST expiring March 2 at 1:58AM EST by NWS Wilmington OH,,"

",Hamilton; Warren; Clermont,2017-03-01,22:48:45,Unknown,3,,
NWS-IDP-PROD-2160567,2016-12-14T22:45:56.000Z,Actual,Alert,NWS Buffalo NY,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 14 at 5:45PM EST by NWS Buffalo NY,"At 545 PM EST, A band of heavy lake effect snow producing snow fall
rates of 1 TO 2 inches per hour...with embedded areas of up to 3
inches per hour at times will continue from the Buffalo metro area
north to Grand Island...northeastward through southern Orleans and
northwestern Genesee Counties through early this evening.

Winds in excess of 30 mph are possible with this band of lake effect
snow...which will cause near whiteout conditions at times due to the
combination of heavy snow and blowing snow.

Locations impacted include...
Buffalo, Cheektowaga, West Seneca, North Tonawanda, Rapids,
Clarence, Kenmore, and Depew.

This includes Interstate 90 between exits 55 and 48.

Conditions can deteriorate rapidly in winter weather situations. Be
prepared for snow covered roads. Slow down and allow extra time when
traveling.","

",Genesee; Erie; Orleans; Niagara,2016-12-14,22:45:56,Severe,2,3.0,1.0
NWS-IDP-PROD-2171154-2031521,2016-12-22T01:34:20.000Z,Actual,Update,NWS Honolulu HI,High Surf Advisory,['Avoid'],Expected,Minor,Likely,High Surf Advisory issued December 21 at 3:34PM HST expiring December 22 at 6:00AM HST by NWS Honolulu HI,"...HIGH SURF ADVISORY FOR NORTH AND WEST FACING SHORES OF NIIHAU
KAUAI AND MOLOKAI...FOR NORTH FACING SHORES OF OAHU AND MAUI .ADVISORY-LEVEL SURF ASSOCIATED WITH A NORTH-NORTHWEST SWELL WILL
CONTINUE TO IMPACT THE EXPOSED SHORES THROUGH TONIGHT BEFORE
TRENDING DOWN THURSDAY AND FRIDAY. ADVISORY-LEVEL SURF ALONG THE
EAST FACING SHORES OF MAUI AND THE BIG ISLAND WILL ALSO CONTINUE
THROUGH TONIGHT.* SURF...10 TO 15 FEET ALONG NORTH AND WEST FACING SHORES OF
NIIHAU KAUAI AND MOLOKAI AND NORTH FACING SHORES OF OAHU AND
MAUI. SURF UP TO 8 FEET ALONG EAST FACING SHORES OF MAUI.

* TIMING...THROUGH TONIGHT.

* IMPACTS...MODERATE...EXPECT STRONG BREAKING WAVES...SHORE
BREAK...AND STRONG LONGSHORE AND RIP CURRENTS MAKING SWIMMING
DIFFICULT AND DANGEROUS.","BEACHGOERS...SWIMMERS...AND SURFERS SHOULD HEED ALL ADVICE GIVEN
BY OCEAN SAFETY OFFICIALS AND EXERCISE CAUTION. KNOW YOUR LIMITS
AND SEEK OCEAN RECREATION AREAS BEST SUITED FOR YOUR ABILITIES.

",Kauai; Hawaii; Maui; Honolulu,2016-12-22,01:34:20,Severe,1,3.0,2.0
NWS-IDP-PROD-2173460-2033885,2016-12-24T10:07:45.000Z,Actual,Alert,NWS Hanford CA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued December 24 at 2:07AM PST expiring December 24 at 10:00PM PST by NWS Hanford CA,"THE NATIONAL WEATHER SERVICE IN HANFORD HAS ISSUED A WIND
ADVISORY...WHICH IS IN EFFECT FROM 10 AM THIS MORNING TO 10 PM
PST THIS EVENING.

* WINDS...NORTHWEST 20 TO 30 WITH GUSTS TO 50 MPH EXPECTED.

* TIMING...DEVELOPING LATER THIS MORNING AND CONTINUING THROUGH
THE AFTERNOON AND EVENING HOURS.

* IMPACTS...EXPECT GUSTY WINDS ALONG HIGHWAYS 14, 58, 178 AND U.S.
395. IN ADDITION, GUSTY CROSSWINDS ARE EXPECTED AT TIMES,
ESPECIALLY ALONG HIGHWAYS 14 AND 395.","A WIND ADVISORY MEANS THAT WINDS OF 45 MPH ARE EXPECTED. WINDS
THIS STRONG CAN MAKE DRIVING DIFFICULT...ESPECIALLY FOR HIGH
PROFILE VEHICLES. USE EXTRA CAUTION.

",Kern,2016-12-24,10:07:45,Severe,2,3.0,1.0
NWS-IDP-PROD-2229268-2092706,2017-02-02T06:19:29.000Z,Actual,Update,NWS Pendleton OR,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 1 at 10:18PM PST expiring February 4 at 4:00AM PST by NWS Pendleton OR,"...ANOTHER ROUND OF SNOW AND ICE IS LIKELY THURSDAY IN CENTRAL
OREGON AND MOVING NORTH THROUGH THE REST OF THE AREA THURSDAY
NIGHT THROUGH SATURDAY MORNING....

.SNOW IS EXPECTED TO DEVELOP THURSDAY ACROSS CENTRAL OREGON THEN
SLOWLY SPREAD NORTH THURSDAY NIGHT. PERIODS OF SNOW ARE LIKELY
AREAWIDE ON FRIDAY. THE SNOW MAY MIX WITH SLEET AND FREEZING RAIN
FRIDAY NIGHT...THEN CHANGE TO A MIXTURE OF RAIN SNOW...EARLY SATURDAY MORNING. SIGNIFICANT SNOW...AND OR ICE
ACCUMULATIONS ARE POSSIBLE FOR THE WATCH AREA DURING THIS TIME
PERIOD.* LOCATIONS...ELLENSBURG...THORP...NACHES...SUNNYSIDE...
TOPPENISH...YAKIMA.

* ICE ACCUMULATIONS...LITTLE OR NO ICE ACCUMULATION EXPECTED.

* SNOW ACCUMULATIONS...2 TO 5 INCHES.

* TIMING...SNOW DEVELOPING THURSDAY EVENING...CONTINUING INTO
FRIDAY NIGHT. A MIXTURE OF SNOW...SLEET AND FREEZING RAIN IS
POSSIBLE FRIDAY NIGHT.

* IMPACTS...ROADS WILL BE SNOW COVERED AND SLICK.

* WINDS...NORTHEAST 5 TO 10 MPH.

* TEMPERATURES...IN THE LOWER 20S.

* WEB PAGE: FOR A DETAILED VIEW OF THE HAZARD AREA VISIT
HTTP://WWW.WRH.NOAA.GOV/MAP/?WFO=PDT.","A WINTER STORM WATCH MEANS THERE IS A POTENTIAL FOR SIGNIFICANT
SNOW...SLEET...OR ICE ACCUMULATIONS THAT MAY IMPACT TRAVEL.
CONTINUE TO MONITOR THE LATEST FORECASTS.

",Kittitas; Yakima,2017-02-02,06:19:29,Severe,3,3.0,0.0
NWS-IDP-PROD-2204455-2066799,2017-01-13T21:41:52.000Z,Actual,Update,NWS Topeka KS,Ice Storm Warning,['Avoid'],Expected,Extreme,Likely,Ice Storm Warning issued January 13 at 3:41PM CST expiring January 15 at 12:00PM CST by NWS Topeka KS,"* TIMING...PERIODS OF LIGHT FREEZING RAIN AND FREEZING DRIZZLE
MAY DEVELOP THIS AFTERNOON AND CONTINUE THROUGH SATURDAY
AFTERNOON. HEAVIER ACCUMULATIONS OF FREEZING RAIN ARE EXPECTED
SATURDAY NIGHT AND SUNDAY. TEMPERATURES SHOULD RISE ABOVE
FREEZING SUNDAY AFTERNOON.

* ICE ACCUMULATIONS...ONE QUARTER TO THREE QUARTERS OF AN INCH OF
ICE IS EXPECTED WITH LOCALLY HIGHER AMOUNTS POSSIBLE.

* MAIN IMPACT...ANY LIGHT ACCUMULATIONS OF FREEZING RAIN AND
FREEZING DRIZZLE WILL MAKE ROADWAYS...BRIDGES AND ELEVATED
SURFACES SLICK. ADDITIONAL SIGNIFICANT ACCUMULATIONS MAY CAUSE
DAMAGE TO TREE LIMBS AND POWER LINES AND CAUSE SIGNIFICANT
IMPACTS TO TRAVEL.","AN ICE STORM WARNING MEANS SEVERE WINTER WEATHER CONDITIONS ARE
EXPECTED OR OCCURRING. SIGNIFICANT AMOUNTS OF ICE ACCUMULATIONS
WILL MAKE TRAVEL DANGEROUS OR IMPOSSIBLE. TRAVEL IS STRONGLY
DISCOURAGED. COMMERCE WILL LIKELY BE SEVERELY IMPACTED. IF YOU
MUST TRAVEL...KEEP AN EXTRA FLASHLIGHT...FOOD...AND WATER IN YOUR
VEHICLE IN CASE OF AN EMERGENCY. ICE ACCUMULATIONS WILL LIKELY
LEAD TO SNAPPED POWER LINES AND FALLING TREE BRANCHES THAT ADD TO
THE DANGER.

",Franklin; Coffey; Anderson,2017-01-13,21:41:52,Severe,4,3.0,-1.0
NWS-IDP-PROD-2251363-2116098,2017-02-21T21:50:35.000Z,Actual,Alert,NWS Pueblo CO,Red Flag Warning,['Prepare'],Expected,Severe,Likely,Red Flag Warning issued February 21 at 2:50PM MST expiring February 22 at 6:00PM MST by NWS Pueblo CO,"...A RED FLAG WARNING IS IN EFFECT UNTIL 6 PM TODAY FOR GUSTY 
WINDS...LOW HUMIDITIES AND DRY FUELS FOR FIRE WEATHER ZONES 
221...222 AND 226 THROUGH 230...WHICH INCLUDES TELLER... 
FREMONT...EL PASO...PUEBLO...HUERFANO AND WESTERN LAS ANIMAS 
COUNTIES...

...A RED FLAG WARNING IS IN EFFECT FROM WEDNESDAY MORNING THROUGH
WEDNESDAY AFTERNOON FOR GUSTY WINDS...LOW HUMIDITIES AND DRY 
FUELS FOR FIRE WEATHER ZONES 222...226...227...228...229... 
230...231...232 AND 233...WHICH INCLUDES EL PASO...PUEBLO... 
FREMONT...HUERFANO...* Affected Area...Fire Weather Zones 231...232 and 233.

* Winds...west 10 to 20 mph with gusts up to 35 mph.

* Timing...gusty winds and low humidity values will affect the
area Wednesday afternoon.

* Relative Humidity...as low as 10 percent.

* Temperatures...in the 70s.

* Impacts...Conditions will be favorable for the rapid ignition,
growth and spread of fires.","A Red Flag Warning means that critical fire weather conditions
are either occurring now, or will shortly. A combination of strong
winds, low relative humidity, and warm temperatures can
contribute to extreme fire behavior.

",Las Animas; Otero; Crowley,2017-02-21,21:50:35,Severe,3,3.0,0.0
urn:oid:2.49.0.1.840.0.42a8b1f0e9bd8234d096492bbbfc8b091236d4ca.004.1,2022-11-09T12:22:00.000Z,Actual,Update,NWS Bismarck ND,Blizzard Warning,['Prepare'],Expected,Extreme,Likely,Blizzard Warning issued November 9 at 6:22AM CST until November 11 at 12:00AM CST by NWS Bismarck ND,"* WHAT...For the Winter Weather Advisory, freezing rain expected.
Total ice accumulations up to two tenths of an inch. Winds gusting
as high as 40 mph. For the Blizzard Warning, blizzard conditions
expected. Total snow accumulations between 6 and 12 inches. Winds
gusting as high as 50 mph.

* WHERE...La Moure, Logan, and McIntosh Counties.

* WHEN...For the Winter Weather Advisory, until 3 AM CST Thursday.
For the Blizzard Warning, from 3 AM Thursday to Midnight CST
Thursday Night.

* IMPACTS...Travel will be very difficult to impossible. Widespread
blowing snow will significantly reduce visibility. Walking
surfaces could become very slippery.
","Travel should be restricted to emergencies only. If you must travel,
have a winter survival kit with you. Notify a friend or family
member of your travel plans. If you get stranded, stay with your
vehicle. The latest road conditions can be obtained by calling 5 1 1.",,2022-11-09,12:22:00,Severe,4,3.0,-1.0
NWS-IDP-PROD-2175642-2036081,2016-12-25T20:34:44.000Z,Actual,Alert,NWS Des Moines IA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued December 25 at 2:34PM CST expiring December 26 at 6:00PM CST by NWS Des Moines IA,".STRONG LOW PRESSURE IN SOUTH DAKOTA HAS BEEN INCREASING EAST
SOUTHEAST WINDS ACROSS NORTHERN IOWA THIS AFTERNOON. WINDS WILL
REMAIN STRONG THIS EVENING FROM THE EAST SOUTHEAST...AND THEN LATE
TONIGHT ANOTHER PUSH OF STRONG WINDS WILL OCCUR FROM THE SOUTHWEST.
BY EARLY MONDAY MORNING A THIRD EPISODE OF STRONG WESTERLY WINDS 
WILL OCCUR. WIND GUSTS OF UP TO 45 MPH WILL OCCUR THIS AFTERNOON 
AND EARLY EVENING WITH GUSTS POSSIBLY OVER 50 MPH LATE TONIGHT AND
MONDAY OVER FAR NORTHERN IOWA.THE NATIONAL WEATHER SERVICE IN DES MOINES HAS ISSUED A WIND
ADVISORY, WHICH IS IN EFFECT FROM MIDNIGHT TONIGHT TO 6 PM CST
MONDAY.

* TIMING...THE STRONG WINDS WILL ARRIVE BETWEEN 4 AM AND 7 AM
MONDAY MORNING AND REMAIN STRONG MUCH OF MONDAY.

* WINDS...WEST WINDS WILL INCREASE TO 25 TO 35 MPH WITH GUSTS OF
45 TO 50 MPH ARE POSSIBLE MONDAY.

* IMPACTS...TRAVELERS IN HIGH PROFILE VEHICLES WILL BE AFFECTED
THROUGH THE EVENT. LOOSE OBJECTS MAY BLOW AROUND OR BECOME
AIRBORNE RESULTING IN DAMAGE TO PROPERTY OR INJURY.","A WIND ADVISORY MEANS THAT WINDS OF 35 MPH ARE EXPECTED. WINDS
THIS STRONG CAN MAKE DRIVING DIFFICULT, ESPECIALLY FOR HIGH
PROFILE VEHICLES. USE EXTRA CAUTION.

",Greene; Black Hawk; Bremer; Butler; Hamilton; Grundy; Hardin,2016-12-25,20:34:44,Severe,2,3.0,1.0
NWS-IDP-PROD-2257711-2122390,2017-02-26T23:20:40.000Z,Actual,Alert,NWS Seattle WA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued February 26 at 3:20PM PST expiring February 26 at 9:00PM PST by NWS Seattle WA,"THE NATIONAL WEATHER SERVICE IN SEATTLE HAS ISSUED A SMALL CRAFT
ADVISORY...WHICH IS IN EFFECT UNTIL 9 PM PST THIS EVENING.

* WINDS...NORTHEAST WIND 15 TO 25 KNOTS.

* WAVES...WIND WAVES 2 TO 4 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 21 TO 33 KNOTS ARE
EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS
SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Northern Inland Waters Including The San Juan Islands,2017-02-26,23:20:40,Minor,1,1.0,0.0
NWS-IDP-PROD-2257331-2122000,2017-02-26T15:24:39.000Z,Actual,Update,NWS Quad Cities IA IL,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued February 26 at 9:24AM CST expiring March 3 at 12:00PM CST by NWS Quad Cities IA IL,".Rainfall Thursday into Friday is causing rises on the Cedar River.
Snow melt from warmer temperatures next week is expected to push
the Cedar River near Conesville above flood stage.

River forecasts include past precipitation and forecast rainfall for
the next 48 hours.


PRECAUTIONARY/PREPAREDNESS ACTIONS...

If you encounter a flooded roadway, turn around and find an 
alternate route. Turn around, don't drown.","If you encounter a flooded roadway, turn around and find an
alternate route. Turn around, don't drown.

",Cedar; Muscatine; Louisa,2017-02-26,15:24:39,Severe,3,3.0,0.0
